Vuosi	Paaluokka/Osasto	Luku	Momentti	Alkup.talousarvio	Lisätalousarvio	Voimassaoleva talousarvio	Käytettävissä	Nettokertymä ko.vuodelta	Nettokertymä	Jäljellä
2000	25. Oikeusministeriön hallinnonala	25.01. Ministeriö ja sen yhteydessä toimivat viranomaiset	25.01.51. Eräät valtion maksamat korvaukset ja avustukset	7988926,5069	0	7988926,5069	7988926,5069	7457805,289	7457805,289	531121,2179
2000	25. Oikeusministeriön hallinnonala	25.10. Tuomioistuinlaitos	25.10.21. Korkeimman oikeuden toimintamenot	5802483,4629	175251,8194	5977735,2823	5977735,2823	5977735,2822	5977735,2822	0,0001
2000	25. Oikeusministeriön hallinnonala	25.10. Tuomioistuinlaitos	25.10.22. Korkeimman hallinto-oikeuden toimintamenot	6441597,5835	209730,3443	6651327,9278	6651327,9278	6651327,9282	6651327,9282	-0,0004
2000	25. Oikeusministeriön hallinnonala	25.10. Tuomioistuinlaitos	25.10.23. Muiden tuomioistuinten toimintamenot	160505101,9808	3858567,4089	164363669,3897	164363669,3897	164363669,3882	164363669,3882	0,0015
2000	25. Oikeusministeriön hallinnonala	25.10. Tuomioistuinlaitos	25.10.29. Erityismenot	3531946,4557	840939,6323	4372886,088	4372886,088	4363067,8149	4363067,8149	9818,2731
2000	25. Oikeusministeriön hallinnonala	25.30. Oikeusapu	25.30.21. Oikeusaputoimistojen toimintamenot	21528054,5871	232099,3385	21760153,9256	21760153,9256	21760153,9255	21760153,9255	0,0001
2000	25. Oikeusministeriön hallinnonala	25.30. Oikeusapu	25.30.50. Maksuton oikeudenkäynti ja eräät muut oikeudenhoitomenot	30862484,5057	0	30862484,5057	30862484,5057	30799077,0991	30799077,0991	63407,4066
2000	25. Oikeusministeriön hallinnonala	25.40. Syyttäjä- ja ulosottolaitos	25.40.21. Ulosottolaitoksen toimintamenot	94689802,5978	1073543,5346	95763346,1324	95763346,1324	95763346,1324	95763346,1324	0
2000	25. Oikeusministeriön hallinnonala	25.50. Rangaistusten täytäntöönpano	25.50.21. Toimintamenot (työtoiminnan liiketaloudellisten suoritteiden hintojen alentamiseen enintään 27 800 000 mk ja palvelussuhdeasuntojen liiketaloudellisin perustein määräytyvien vuokrien alentamiseen enintään 10 300 000 mk	116251494,7702	3161933,0175	119413427,7877	119413427,7877	119413427,7879	119413427,7879	-0,0002
2000	25. Oikeusministeriön hallinnonala	25.50. Rangaistusten täytäntöönpano	25.50.50. Kriminaalihuollon korvaukset ja avustukset	11571329,3406	117731,5485	11689060,8891	11689060,8891	11689060,8895	11689060,8895	-0,0004
2000	25. Oikeusministeriön hallinnonala	25.50. Rangaistusten täytäntöönpano	25.50.74. Avolaitostyöt	19072510,8608	0	19072510,8608	19072510,8608	17972730,8467	17972730,8467	1099780,0141
2000	25. Oikeusministeriön hallinnonala	25.70. Vaalimenot	25.70.21. Vaalimenot	16230134,9036	2354630,9705	18584765,8741	18584765,8741	18665471,0037	18665471,0037	-80705,1296
2000	26. Sisäasiainministeriön hallinnonala	26.01. Sisäasiainministeriö	26.01.21. Sisäasiainministeriön toimintamenot	19069651,666	432411,1589	19502062,8249	19502062,8249	19502062,8245	19502062,8245	0,0004
2000	26. Sisäasiainministeriön hallinnonala	26.02. Ulkomaalaisvirasto	26.02.21. Ulkomaalaisviraston toimintamenot	5550201,5732	649037,2082	6199238,7814	6199238,7814	6199238,6807	6199238,6807	0,1007
2000	26. Sisäasiainministeriön hallinnonala	26.05. Lääninhallitukset	26.05.21. Lääninhallitusten toimintamenot	43184941,1258	1107517,4957	44292458,6215	44292458,6215	44292458,6222	44292458,6222	-0,0007
2000	26. Sisäasiainministeriön hallinnonala	26.06. Rekisterihallinto	26.06.21. Rekisterihallinnon toimintamenot	26546445,9368	369845,2503	26916291,1871	26916291,1871	26916291,188	26916291,188	-0,0009
2000	26. Sisäasiainministeriön hallinnonala	26.07. Kihlakunnat	26.07.21. Kihlakunnanvirastojen toimintamenot	39252034,6534	407855,7216	39659890,375	39659890,375	39659890,3751	39659890,3751	-0,0001
2000	26. Sisäasiainministeriön hallinnonala	26.75. Poliisitoimi	26.75.21. Poliisitoimen toimintamenot	473457422,3855	9584020,8015	483041443,187	483041443,187	483041443,1981	483041443,1981	-0,0111
2000	26. Sisäasiainministeriön hallinnonala	26.75. Poliisitoimi	26.75.70. Viranomaisradioverkon rakentaminen ja käyttö	53820136,4677	0	53820136,4677	53820136,4677	53820136,4681	53820136,4681	-0,0004
2000	26. Sisäasiainministeriön hallinnonala	26.80. Pelastustoimi	26.80.21. Pelastustoimen toimintamenot	15629199,4422	867008,7609	16496208,2031	16496208,2031	16496208,204	16496208,204	-0,0009
2000	26. Sisäasiainministeriön hallinnonala	26.80. Pelastustoimi	26.80.22. Erityismenot	1210953,0705	386832,2309	1597785,3014	1597785,3014	1621172,3421	1621172,3421	-23387,0407
2000	26. Sisäasiainministeriön hallinnonala	26.80. Pelastustoimi	26.80.31. Valtionosuudet	4389704,8807	-504563,7794	3885141,1013	3885141,1013	3885141,1009	3885141,1009	0,0004
2000	26. Sisäasiainministeriön hallinnonala	26.90. Rajavartiolaitos	26.90.21. Toimintamenot (Palvelusuhdeasuntojen vuokratuki enintään 5 500 000)	159458973,0782	5497726,9402	164956700,0184	164956700,0184	164956700,0185	164956700,0185	-0,0001
2000	26. Sisäasiainministeriön hallinnonala	26.90. Rajavartiolaitos	26.90.70. Ilma- ja vartioalusten hankinta	7400268,7643	1850067,1911	9250335,9554	9250335,9554	8774845,4975	8774845,4975	475490,4579
2000	26. Sisäasiainministeriön hallinnonala	26.90. Rajavartiolaitos	26.90.74. Rakentaminen	1261409,4485	0	1261409,4485	1261409,4485	1261409,4481	1261409,4481	0,0004
2000	26. Sisäasiainministeriön hallinnonala	26.97. Avustukset kunnille	26.97.31. Kuntien yleinen valtionosuus, verotuloihin perustuvat tasaukset ja siirtymätasaukset	170206181,579	0	170206181,579	170206181,579	170200340,9172	170200340,9172	5840,6618
2000	26. Sisäasiainministeriön hallinnonala	26.97. Avustukset kunnille	26.97.32. Kuntien yhdistymisavustukset ja kuntajako	84093,9632	0	84093,9632	84093,9632	54929,4297	54929,4297	29164,5335
2000	26. Sisäasiainministeriön hallinnonala	26.97. Avustukset kunnille	26.97.34. Kuntien harkinnanvarainen rahoitusavustus	53820136,4677	16818792,6462	70638929,1139	70638929,1139	70638929,1138	70638929,1138	0,0001
2000	26. Sisäasiainministeriön hallinnonala	26.97. Avustukset kunnille	26.97.35. Valtion korvaus edunvalvontapalvelujen tuottamisesta	2741463,2013	0	2741463,2013	2741463,2013	2487897,7013	2487897,7013	253565,5
2000	26. Sisäasiainministeriön hallinnonala	26.97. Avustukset kunnille	26.97.80. Korkotuet ja velkojen vakautuslainat kunnille	1681879,2646	0	1681879,2646	1681879,2646	1259880,3629	1259880,3629	421998,9017
2000	26. Sisäasiainministeriön hallinnonala	26.98. Alueiden kehittäminen	26.98.43. Maakunnan kehittämisraha	5466107,61	0	5466107,61	5466107,61	5466107,6097	5466107,6097	0,0003
2000	26. Sisäasiainministeriön hallinnonala	26.98. Alueiden kehittäminen	26.98.61. Euroopan aluekehitysrahaston osallistuminen EU:n rakennerahasto-ohjelmiin	99387291,3839	-5575261,5743	93812029,8096	93812029,8096	48363899,4857	48363899,4857	45448130,3239
2000	26. Sisäasiainministeriön hallinnonala	26.98. Alueiden kehittäminen	26.98.62. EU:n rakennerahastojen valtion rahoitusosuus sisäasiainministeriön osalta	5382013,6468	2068711,4955	7450725,1423	7450725,1423	7438381,7529	7438381,7529	12343,3894
2000	27. Puolustusministeriön hallinnonala	27.01. Puolustusministeriö	27.01.21. Puolustusministeriön toimintamenot	8939188,2914	146323,496	9085511,7874	9085511,7874	9085511,788	9085511,788	-0,0006
2000	27. Puolustusministeriön hallinnonala	27.01. Puolustusministeriö	27.01.22. Kiinteistövarallisuuden omistajuudesta ja hallinnoinnista aiheutuvat menot	1009127,5588	0	1009127,5588	1009127,5588	1009127,5588	1009127,5588	0
2000	27. Puolustusministeriön hallinnonala	27.01. Puolustusministeriö	27.01.74. Uudisrakennukset ja perusparannukset	40953760,0933	3363758,5293	44317518,6226	44317518,6226	44317518,6222	44317518,6222	0,0004
2000	27. Puolustusministeriön hallinnonala	27.01. Puolustusministeriö	27.01.87. Kiinteistöjen osto ja pakkolunastus	1934161,1543	0	1934161,1543	1934161,1543	1934161,1543	1934161,1543	0
2000	27. Puolustusministeriön hallinnonala	27.10. Puolustusvoimat	27.10.16. Puolustusmateriaalihankinnat	625659086,4368	20182551,1754	645841637,6122	645841637,6122	645841637,614	645841637,614	-0,0018
2000	27. Puolustusministeriön hallinnonala	27.10. Puolustusvoimat	27.10.21. Puolustusvoimien toimintamenot	944471578,763	10116503,7767	954588082,5397	954588082,5397	954588082,5382	954588082,5382	0,0015
2000	27. Puolustusministeriön hallinnonala	27.30. Kansainvälinen rauhanturvaamistoiminta	27.30.22. Rauhanturvaamistoiminnan kalusto- ja hallintomenot	26741880,3074	4523077,9063	31264958,2137	31264958,2137	31236338,6605	31236338,6605	28619,5532
2000	27. Puolustusministeriön hallinnonala	27.30. Kansainvälinen rauhanturvaamistoiminta	27.30.24. Kansainvälisen puolustuspoliittisen yhteistyön menot	1513691,3382	0	1513691,3382	1513691,3382	1513674,591	1513674,591	16,7472
2000	27. Puolustusministeriön hallinnonala	27.99. Puolustusministeriön hallinnonalan muut menot	27.99.40. Lapuan patruunatehtaan onnettomuuden tapaturmakorvaukset	58865,7743	0	58865,7743	58865,7743	58922,432	58922,432	-56,6577
2000	27. Puolustusministeriön hallinnonala	27.99. Puolustusministeriön hallinnonalan muut menot	27.99.50. Maanpuolustusjärjestöjen toiminnan tukeminen	1597785,3014	0	1597785,3014	1597785,3014	1597785,3014	1597785,3014	0
2000	27. Puolustusministeriön hallinnonala	27.99. Puolustusministeriön hallinnonalan muut menot	27.99.95. Kurssivaihtelut	16818,7926	0	16818,7926	16818,7926	71,019	71,019	16747,7736
2000	28. Valtiovarainministeriön hallinnonala	28.01. Valtiovarainministeriö	28.01.21. Valtiovarainministeriön toimintamenot	22537182,1458	-125131,8173	22412050,3285	22412050,3285	22412050,3282	22412050,3282	0,0003
2000	28. Valtiovarainministeriön hallinnonala	28.01. Valtiovarainministeriö	28.01.89. Osakkeiden myyntijärjestelyt	0	4549483,4108	4549483,4108	4549483,4108	4549483,4108	4549483,4108	0
2000	28. Valtiovarainministeriön hallinnonala	28.03. Valtion taloudellinen tutkimuskeskus	28.03.21. Valtion taloudellisen tutkimuskeskuksen toimintamenot	3094657,8469	28591,9475	3123249,7944	3123249,7944	3123249,7949	3123249,7949	-0,0005
2000	28. Valtiovarainministeriön hallinnonala	28.05. Valtiokonttori	28.05.21. Valtiokonttorin toimintamenot	37077028,3884	253627,3931	37330655,7815	37330655,7815	37330655,7808	37330655,7808	0,0007
2000	28. Valtiovarainministeriön hallinnonala	28.05. Valtiokonttori	28.05.22. Valtion eläkelautakunnan toimintamenot	252281,8897	0	252281,8897	252281,8897	252281,8897	252281,8897	0
2000	28. Valtiovarainministeriön hallinnonala	28.07. Valtion maksamat eläkkeet ja korvaukset	28.07.05. Vakinaiset eläkkeet, perhe-eläkkeet sekä kuntoutustuet	2372290702,7396	0	2372290702,7396	2372290702,7396	2368261001,2836	2368261001,2836	4029701,456
2000	28. Valtiovarainministeriön hallinnonala	28.07. Valtion maksamat eläkkeet ja korvaukset	28.07.06. Ylimääräiset eläkkeet	19770490,7555	0	19770490,7555	19770490,7555	18422932,9657	18422932,9657	1347557,7898
2000	28. Valtiovarainministeriön hallinnonala	28.07. Valtion maksamat eläkkeet ja korvaukset	28.07.07. Muut eläkemenot	44569800,5123	0	44569800,5123	44569800,5123	33091913,0449	33091913,0449	11477887,4674
2000	28. Valtiovarainministeriön hallinnonala	28.07. Valtion maksamat eläkkeet ja korvaukset	28.07.50. Tapaturmakorvaukset ja muut vahingonkorvaukset	31299773,1144	0	31299773,1144	31299773,1144	29289223,9333	29289223,9333	2010549,1811
2000	28. Valtiovarainministeriön hallinnonala	28.10. Valtiontalouden tarkastusvirasto	28.10.21. Toimintamenot	7147986,8746	290124,1731	7438111,0477	7438111,0477	7438111,0486	7438111,0486	-0,0009
2000	28. Valtiovarainministeriön hallinnonala	28.18. Verohallinto	28.18.21. Verohallinnon toimintamenot	282555716,4553	6368604,0234	288924320,4787	288924320,4787	288924320,4801	288924320,4801	-0,0014
2000	28. Valtiovarainministeriön hallinnonala	28.39. Eräät siirrot Ahvenanmaan maakunnalle	28.39.30. Ahvenanmaan tasoitusmaksu	149939536,4404	19602134,6411	169541671,0815	169541671,0815	165674616,6077	165674616,6077	3867054,4738
2000	28. Valtiovarainministeriön hallinnonala	28.39. Eräät siirrot Ahvenanmaan maakunnalle	28.39.31. Verohyvitys	6727517,0585	4476018,9245	11203535,983	11203535,983	11203531,2737	11203531,2737	4,7093
2000	28. Valtiovarainministeriön hallinnonala	28.39. Eräät siirrot Ahvenanmaan maakunnalle	28.39.40. Arpajaisveron tuoton palauttaminen Ahvenanmaan maakunnalle	672751,7058	0	672751,7058	672751,7058	760083,7912	760083,7912	-87332,0854
2000	28. Valtiovarainministeriön hallinnonala	28.40. Tullilaitos	28.40.21. Tullilaitoksen toimintamenot	93543601,879	3002827,239	96546429,118	96546429,118	96546429,1165	96546429,1165	0,0015
2000	28. Valtiovarainministeriön hallinnonala	28.52. Tilastokeskus	28.52.21. Tilastokeskuksen toimintamenot	33973961,1452	336375,8529	34310336,9981	34310336,9981	34310336,9983	34310336,9983	-0,0002
2000	28. Valtiovarainministeriön hallinnonala	28.70. Hallinnon kehittämiskeskus	28.70.88. Hallinnon kehittämiskeskuksen peruspääoman korotus	0	672751,7058	672751,7058	672751,7058	672751,7058	672751,7058	0
2000	28. Valtiovarainministeriön hallinnonala	28.80. Hallinnon uudistaminen ja eräät henkilöstöhallinnon tukitoimenpiteet	28.80.20. Kehittämis- ja koulutustoiminta	2186443,044	0	2186443,044	2186443,044	2186443,0438	2186443,0438	0,0002
2000	28. Valtiovarainministeriön hallinnonala	28.80. Hallinnon uudistaminen ja eräät henkilöstöhallinnon tukitoimenpiteet	28.80.21. Henkilöstön sopeuttamisen tukeminen	168187,9265	0	168187,9265	168187,9265	168187,9264	168187,9264	0,0001
2000	28. Valtiovarainministeriön hallinnonala	28.80. Hallinnon uudistaminen ja eräät henkilöstöhallinnon tukitoimenpiteet	28.80.23. Työsuojelun edistäminen	840939,6323	0	840939,6323	840939,6323	840939,6324	840939,6324	-0,0001
2000	28. Valtiovarainministeriön hallinnonala	28.80. Hallinnon uudistaminen ja eräät henkilöstöhallinnon tukitoimenpiteet	28.80.24. VEL-perusteinen ja varhaiskuntoutustoiminta	2522818,8969	0	2522818,8969	2522818,8969	2153133,4105	2153133,4105	369685,4864
2000	28. Valtiovarainministeriön hallinnonala	28.80. Hallinnon uudistaminen ja eräät henkilöstöhallinnon tukitoimenpiteet	28.80.25. Valtion henkilöstöjärjestelyt	2691006,8234	0	2691006,8234	2691006,8234	2691006,8231	2691006,8231	0,0003
2000	28. Valtiovarainministeriön hallinnonala	28.80. Hallinnon uudistaminen ja eräät henkilöstöhallinnon tukitoimenpiteet	28.80.26. EU-puheenjohtajuus	672751,7058	0	672751,7058	672751,7058	416238,9513	416238,9513	256512,7545
2000	28. Valtiovarainministeriön hallinnonala	28.80. Hallinnon uudistaminen ja eräät henkilöstöhallinnon tukitoimenpiteet	28.80.60. Valtion maksu koulutus- ja erorahastosta johtuvista menoista	319557,0603	0	319557,0603	319557,0603	378004,4335	378004,4335	-58447,3732
2000	28. Valtiovarainministeriön hallinnonala	28.81. Eräät hallinnonaloittain jakamattomat menot	28.81.01. Euroopan unionin kansallisten asiantuntijoiden palkkaukset	1177315,4852	0	1177315,4852	1177315,4852	788858,762	788858,762	388456,7232
2000	28. Valtiovarainministeriön hallinnonala	28.81. Eräät hallinnonaloittain jakamattomat menot	28.81.02. Eräät muut palkat ja virkasuhteen ehtoja koskevat päätökset	168187,9265	0	168187,9265	168187,9265	0	0	168187,9265
2000	28. Valtiovarainministeriön hallinnonala	28.81. Eräät hallinnonaloittain jakamattomat menot	28.81.22. Nettobudjetoitujen virastojen toiminnan kehittäminen	653914,6581	168187,9265	822102,5846	822102,5846	822102,5846	822102,5846	0
2000	28. Valtiovarainministeriön hallinnonala	28.81. Eräät hallinnonaloittain jakamattomat menot	28.81.23. Arvonlisäveromenot	622295327,9076	67275170,5846	689570498,4922	689570498,4922	721965889,868	721965889,868	-32395391,3758
2000	28. Valtiovarainministeriön hallinnonala	28.81. Eräät hallinnonaloittain jakamattomat menot	28.81.24. Kehitysyhteistyöstä ja lähialueyhteistyöstä aiheutuvat arvonlisäveromenot	6727517,0585	0	6727517,0585	6727517,0585	6823308,8622	6823308,8622	-95791,8037
2000	28. Valtiovarainministeriön hallinnonala	28.81. Eräät hallinnonaloittain jakamattomat menot	28.81.95. Lakiin tai asetukseen perustuvat menot, joita varten talousarvioon ei ole erikseen merkitty määrärahaa	16818,7926	0	16818,7926	16818,7926	10563,2109	10563,2109	6255,5817
2000	28. Valtiovarainministeriön hallinnonala	28.81. Eräät hallinnonaloittain jakamattomat menot	28.81.96. Edeltä arvaamattomat tarpeet	168187,9265	0	168187,9265	168187,9265	0	0	168187,9265
2000	28. Valtiovarainministeriön hallinnonala	28.82. Korvaukset rahastoille ja rahoituslaitoksille	28.82.41. Takauskorvaukset eläkekassa Tuelle	3195570,6028	0	3195570,6028	3195570,6028	3158182,9312	3158182,9312	37387,6716
2000	28. Valtiovarainministeriön hallinnonala	28.82. Korvaukset rahastoille ja rahoituslaitoksille	28.82.44. Isäntämaakorvaus Pohjoismaiden Investointipankille	3589971,2903	0	3589971,2903	3589971,2903	3589900,8196	3589900,8196	70,4707
2000	28. Valtiovarainministeriön hallinnonala	28.82. Korvaukset rahastoille ja rahoituslaitoksille	28.82.60. Suomen itsenäisyyden juhlarahaston toiminnan rahoittaminen	840939,6323	0	840939,6323	840939,6323	117344,0536	117344,0536	723595,5787
2000	28. Valtiovarainministeriön hallinnonala	28.82. Korvaukset rahastoille ja rahoituslaitoksille	28.82.63. Korvaus valtion vakuusrahastolle lainojen ja takausten hoitomenoihin	67275170,5846	0	67275170,5846	67275170,5846	67275170,5846	67275170,5846	0
2000	28. Valtiovarainministeriön hallinnonala	28.84. Kansainväliset rahoitusosuudet	28.84.66. Kansainvälisille rahoituslaitoksille annettujen sitoumusten lunastaminen	252281,8897	0	252281,8897	252281,8897	183,9806	183,9806	252097,9091
2000	28. Valtiovarainministeriön hallinnonala	28.84. Kansainväliset rahoitusosuudet	28.84.68. Suomen maksuosuus Pohjoismaiden Ympäristörahoitusyhtiön pääomasta	1118449,711	0	1118449,711	1118449,711	1120299,7782	1120299,7782	-1850,0672
2000	28. Valtiovarainministeriön hallinnonala	28.84. Kansainväliset rahoitusosuudet	28.84.88. Osuus Pohjoismaiden Investointipankin peruspääoman korottamisesta	1512009,4589	0	1512009,4589	1512009,4589	1510525,0003	1510525,0003	1484,4586
2000	28. Valtiovarainministeriön hallinnonala	28.84. Kansainväliset rahoitusosuudet	28.84.89. Suomen osuus Kansainvälisen investointitakuulaitoksen peruspääoman korottamisesta	420469,8162	0	420469,8162	420469,8162	493703,5906	493703,5906	-73233,7744
2000	28. Valtiovarainministeriön hallinnonala	28.90. Suomen maksuosuudet Euroopan unionille	28.90.66. Maksut Euroopan unionille	1163019511,4813	-50456377,9385	1112563133,5428	1112563133,5428	1101121791,5696	1101121791,5696	11441341,9732
2000	28. Valtiovarainministeriön hallinnonala	28.99. Muut valtiovarainministeriön hallinnonalan menot	28.99.63. Verosta vapautuksen johdosta takaisin maksetut verot	3700134,3821	0	3700134,3821	3700134,3821	1899850,5096	1899850,5096	1800283,8725
2000	28. Valtiovarainministeriön hallinnonala	28.99. Muut valtiovarainministeriön hallinnonalan menot	28.99.95. Valtion saatavien turvaaminen	50456,3779	0	50456,3779	50456,3779	5661,9187	5661,9187	44794,4592
2000	28. Valtiovarainministeriön hallinnonala	28.99. Muut valtiovarainministeriön hallinnonalan menot	28.99.96. Hallinnon kehittämiskeskuksen kiinteistömenojen korvaaminen	504563,7794	0	504563,7794	504563,7794	504563,7794	504563,7794	0
2000	29. Opetus- ja kulttuuriministeriön hallinnonala	29.01. Opetusministeriö	29.01.10. Eräiden kiinteistöjen käyttö ja kunnossapito	1568520,6022	0	1568520,6022	1568520,6022	1568520,6027	1568520,6027	-0,0005
2000	29. Opetus- ja kulttuuriministeriön hallinnonala	29.01. Opetusministeriö	29.01.21. Opetusministeriön toimintamenot	17645268,1168	169869,8057	17815137,9225	17815137,9225	17815137,9224	17815137,9224	0,0001
2000	29. Opetus- ja kulttuuriministeriön hallinnonala	29.01. Opetusministeriö	29.01.22. Kehittämistoiminta	2909651,1277	0	2909651,1277	2909651,1277	2909651,129	2909651,129	-0,0013
2000	29. Opetus- ja kulttuuriministeriön hallinnonala	29.01. Opetusministeriö	29.01.26. Eräät kopiointi- ja käyttöoikeuskorvaukset	3885141,1013	0	3885141,1013	3885141,1013	3717165,0915	3717165,0915	167976,0098
2000	29. Opetus- ja kulttuuriministeriön hallinnonala	29.01. Opetusministeriö	29.01.50. Eräät avustukset	499013,5779	67275,1706	566288,7485	566288,7485	563261,3657	563261,3657	3027,3828
2000	29. Opetus- ja kulttuuriministeriön hallinnonala	29.01. Opetusministeriö	29.01.62. EU:n rakennerahastojen valtion rahoitusosuus opetusministeriön osalta	7837557,3731	8073020,4702	15910577,8433	15910577,8433	1671701,6029	1671701,6029	14238876,2404
2000	29. Opetus- ja kulttuuriministeriön hallinnonala	29.05. Kirkollisasiat	29.05.21. Ortodoksisen kirkollishallituksen toimintamenot	1463907,7119	15977,853	1479885,5649	1479885,5649	1479885,5635	1479885,5635	0,0014
2000	29. Opetus- ja kulttuuriministeriön hallinnonala	29.05. Kirkollisasiat	29.05.50. Eräät avustukset	386832,2308	0	386832,2308	386832,2308	386832,2307	386832,2307	0,0001
2000	29. Opetus- ja kulttuuriministeriön hallinnonala	29.07. Opetushallitus	29.07.21. Opetushallituksen toimintamenot	17187965,1447	163815,0404	17351780,1851	17351780,1851	17351780,1849	17351780,1849	0,0002
2000	29. Opetus- ja kulttuuriministeriön hallinnonala	29.08. Kansainvälinen yhteistyö	29.08.22. Venäjän ja Itä-Euroopan instituutin toimintamenot	702689,1568	7232,0808	709921,2376	709921,2376	709921,238	709921,238	-0,0004
2000	29. Opetus- ja kulttuuriministeriön hallinnonala	29.08. Kansainvälinen yhteistyö	29.08.25. Kansainvälinen kulttuuriyhteistyö	7243013,0532	0	7243013,0532	7243013,0532	7243013,0538	7243013,0538	-0,0006
2000	29. Opetus- ja kulttuuriministeriön hallinnonala	29.08. Kansainvälinen yhteistyö	29.08.50. Eräät avustukset	4961543,8306	0	4961543,8306	4961543,8306	4958974,0923	4958974,0923	2569,7383
2000	29. Opetus- ja kulttuuriministeriön hallinnonala	29.08. Kansainvälinen yhteistyö	29.08.66. Rahoitusosuudet kansainvälisille järjestöille	2506000,1043	0	2506000,1043	2506000,1043	2336000,313	2336000,313	169999,7913
2000	29. Opetus- ja kulttuuriministeriön hallinnonala	29.10. Yliopisto-opetus ja -tutkimus	29.10.21. Yliopistojen toimintamenot	936943823,5506	18887504,1416	955831327,6922	955831327,6922	955831327,6916	955831327,6916	0,0006
2000	29. Opetus- ja kulttuuriministeriön hallinnonala	29.10. Yliopisto-opetus ja -tutkimus	29.10.22. Yliopistolaitoksen yhteiset menot	26336042,8408	63406,8483	26399449,6891	26399449,6891	26399449,6889	26399449,6889	0,0002
2000	29. Opetus- ja kulttuuriministeriön hallinnonala	29.10. Yliopisto-opetus ja -tutkimus	29.10.23. Kansainvälisen henkilövaihdon keskuksen toimintamenot	7188351,977	38178,6593	7226530,6363	7226530,6363	7226530,6363	7226530,6363	0
2000	29. Opetus- ja kulttuuriministeriön hallinnonala	29.10. Yliopisto-opetus ja -tutkimus	29.10.24. Harjoittelukoulujen toimintamenot	59471082,6089	1084980,3137	60556062,9226	60556062,9226	60556062,9229	60556062,9229	-0,0003
2000	29. Opetus- ja kulttuuriministeriön hallinnonala	29.20. Ammattikorkeakouluopetus	29.20.25. Ammattikorkeakoulujen kehittäminen	3430865,5119	336375,8529	3767241,3648	3767241,3648	3767241,3656	3767241,3656	-0,0008
2000	29. Opetus- ja kulttuuriministeriön hallinnonala	29.20. Ammattikorkeakouluopetus	29.20.30. Valtionosuus ja -avustus kunnallisten ja yksityisten ammattikorkeakoulujen käyttökustannuksiin	242102147,2553	-500359,0812	241601788,1741	241601788,1741	227049647,2261	227049647,2261	14552140,948
2000	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Yleissivistävä koulutus	29.40.21. Valtion yleissivistävän koulutuksen toimintamenot	36566409,8438	342262,4304	36908672,2742	36908672,2742	36908672,2725	36908672,2725	0,0017
2000	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Yleissivistävä koulutus	29.40.25. Yleissivistävän koulutuksen kehittäminen	1703407,3192	0	1703407,3192	1703407,3192	1703407,3193	1703407,3193	-0,0001
2000	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Yleissivistävä koulutus	29.40.30. Valtionosuus ja -avustus yleissivistävän koulutuksen käyttökustannuksiin	1234790008,9645	0	1234790008,9645	1234790008,9645	1233606234,6426	1233606234,6426	1183774,3219
2000	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Yleissivistävä koulutus	29.40.34. Valtionosuus yleissivistävien ja ammatillisten oppilaitosten sekä ammattikorkeakoulujen perustamiskustannuksiin	77366446,1723	0	77366446,1723	77366446,1723	77366446,1723	77366446,1723	0
2000	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Yleissivistävä koulutus	29.40.35. Yleissivistävän koulutuksen valtionosuuksien loppuerät	17987698,735	0	17987698,735	17987698,735	17969840,8774	17969840,8774	17857,8576
2000	29. Opetus- ja kulttuuriministeriön hallinnonala	29.40. Yleissivistävä koulutus	29.40.51. Valtionavustus järjestöille	521382,572	0	521382,572	521382,572	520541,6324	520541,6324	840,9396
2000	29. Opetus- ja kulttuuriministeriön hallinnonala	29.60. Ammatillinen koulutus	29.60.21. Valtion ammatillisen koulutuksen toimintamenot	21886463,0584	203507,391	22089970,4494	22089970,4494	22089970,4493	22089970,4493	0,0001
2000	29. Opetus- ja kulttuuriministeriön hallinnonala	29.60. Ammatillinen koulutus	29.60.24. Työssäoppiminen ja harjoittelutoiminta	3027382,6763	0	3027382,6763	3027382,6763	3027382,6761	3027382,6761	0,0002
2000	29. Opetus- ja kulttuuriministeriön hallinnonala	29.60. Ammatillinen koulutus	29.60.25. Ammatillisen koulutuksen kehittäminen	1941897,7989	0	1941897,7989	1941897,7989	1941897,7981	1941897,7981	0,0008
2000	29. Opetus- ja kulttuuriministeriön hallinnonala	29.60. Ammatillinen koulutus	29.60.30. Valtionosuus ja -avustus ammatillisen koulutuksen käyttökustannuksiin	318467370,7013	14295973,7492	332763344,4505	332763344,4505	343560583,0133	343560583,0133	-10797238,5628
2000	29. Opetus- ja kulttuuriministeriön hallinnonala	29.60. Ammatillinen koulutus	29.60.31. Valtionosuus oppisopimuskoulutukseen	107192556,6751	0	107192556,6751	107192556,6751	96810959,8553	96810959,8553	10381596,8198
2000	29. Opetus- ja kulttuuriministeriön hallinnonala	29.60. Ammatillinen koulutus	29.60.35. Ammatillisen koulutuksen valtionosuuksien loppuerät	17752235,638	0	17752235,638	17752235,638	17744162,6176	17744162,6176	8073,0204
