Vuosi	Paaluokka/Osasto	Luku	Momentti	Alkup.talousarvio	Lisätalousarvio	Voimassaoleva talousarvio	Käytettävissä	Nettokertymä ko.vuodelta	Nettokertymä	Jäljellä
1998	21. Tasavallan presidentti	21.01. Tasavallan Presidentti	21.01.01. Presidentin palkkio ja edustusrahat	245217,9968	0	245217,9968	245217,9968	241646,3214	241646,3214	3571,6754
1998	21. Tasavallan presidentti	21.01. Tasavallan Presidentti	21.01.21. Presidentin käyttövarat	29432,8871	0	29432,8871	29432,8871	25876,7299	25876,7299	3556,1572
1998	21. Tasavallan presidentti	21.02. Tasavallan Presidentin kanslia	21.02.21. Toimintamenot	4271973,3321	72488,9963	4344462,3284	4344462,3284	4063956,2181	4063956,2181	280506,1103
1998	21. Tasavallan presidentti	21.02. Tasavallan Presidentin kanslia	21.02.27. Eläkkeellä olevien presidenttien menot	97548,9973	0	97548,9973	97548,9973	52174,9413	52174,9413	45374,056
1998	21. Tasavallan presidentti	21.02. Tasavallan Presidentin kanslia	21.02.75. Perusparannukset	3254436,377	580248,3463	3834684,7233	3834684,7233	3834684,7235	3834684,7235	-0,0002
1998	22. Eduskunta	22.01. Kansanedustajat	22.01.21. Toimintamenot	16805337,612	180802,0209	16986139,6329	16986139,6329	16443915,0127	16443915,0127	542224,6202
1998	22. Eduskunta	22.02. Eduskunnan kanslia	22.02.21. Toimintamenot	24851448,014	336375,8529	25187823,8669	25187823,8669	25117001,2458	25117001,2458	70822,6211
1998	22. Eduskunta	22.02. Eduskunnan kanslia	22.02.74. Eduskunnan lisätilat	504563,7794	0	504563,7794	504563,7794	504563,7794	504563,7794	0
1998	22. Eduskunta	22.09. Valtiontilintarkastajat	22.09.21. Toimintamenot	1362826,7681	21864,4304	1384691,1985	1384691,1985	1201668,1889	1201668,1889	183023,0096
1998	22. Eduskunta	22.14. Eduskunnan oikeusasiamies	22.14.21. Toimintamenot	2070393,3747	48774,4987	2119167,8734	2119167,8734	2073348,654	2073348,654	45819,2194
1998	22. Eduskunta	22.30. Eduskunnan kirjasto	22.30.21. Toimintamenot	2797637,9688	58024,8346	2855662,8034	2855662,8034	2816179,9246	2816179,9246	39482,8788
1998	22. Eduskunta	22.99. Eduskunnan muut menot	22.99.21. Käyttövarat eduskuntaryhmille ryhmäkanslioita varten	2974908,0433	0	2974908,0433	2974908,0433	2974908,0432	2974908,0432	0,0001
1998	23. Valtioneuvosto	23.01. Valtioneuvosto	23.01.01. Palkkaukset	3168660,5345	61556,7811	3230217,3156	3230217,3156	3144087,7842	3144087,7842	86129,5314
1998	23. Valtioneuvosto	23.01. Valtioneuvosto	23.01.20. Matkat	403651,0235	0	403651,0235	403651,0235	341426,3714	341426,3714	62224,6521
1998	23. Valtioneuvosto	23.02. Valtioneuvoston kanslia	23.02.21. Valtioneuvoston kanslian toimintamenot	15052819,4183	73666,3118	15126485,7301	15126485,7301	15126485,7312	15126485,7312	-0,0011
1998	23. Valtioneuvosto	23.03. Oikeuskanslerinvirasto	23.03.21. Oikeuskanslerinviraston toimintamenot	1903550,9517	40365,1024	1943916,0541	1943916,0541	1943916,0549	1943916,0549	-0,0008
1998	23. Valtioneuvosto	23.25. Valtioneuvoston edustus- ja virkahuoneistot	23.25.26. Kalastajatorpan vierastalo	336375,8529	0	336375,8529	336375,8529	336375,8529	336375,8529	0
1998	23. Valtioneuvosto	23.25. Valtioneuvoston edustus- ja virkahuoneistot	23.25.74. Valtioneuvoston väestönsuoja	168187,9265	0	168187,9265	168187,9265	168187,9264	168187,9264	0,0001
1998	23. Valtioneuvosto	23.27. Poliittisen toiminnan avustaminen	23.27.50. Puoluetoiminnan tukeminen	10797664,8789	0	10797664,8789	10797664,8789	10797664,8803	10797664,8803	-0,0014
1998	23. Valtioneuvosto	23.27. Poliittisen toiminnan avustaminen	23.27.52. Kansalaisaktiivisuuden lisääminen Euroopan parlamentin Suomen edustajien vaaleissa sekä Euroopan unioniin liittyvän kansalaiskeskustelun kannustaminen	336375,8529	0	336375,8529	336375,8529	336375,8529	336375,8529	0
1998	23. Valtioneuvosto	23.99. Valtioneuvoston muut menot	23.99.24. Kunniamerkit	470926,1941	0	470926,1941	470926,1941	383599,6589	383599,6589	87326,5352
1998	23. Valtioneuvosto	23.99. Valtioneuvoston muut menot	23.99.25. J. V. Snellmanin kootut teokset	235463,097	90653,2923	326116,3893	326116,3893	326116,3899	326116,3899	-0,0006
1998	23. Valtioneuvosto	23.99. Valtioneuvoston muut menot	23.99.27. Presidentti Urho Kaleva Kekkosen muistomerkki	75684,5669	0	75684,5669	75684,5669	75684,5669	75684,5669	0
1998	24. Ulkoministeriön hallinnonala	24.01. Ulkoasiainhallinto	24.01.21. Toimintamenot	134541931,7729	1407732,9445	135949664,7174	135949664,7174	135949664,7169	135949664,7169	0,0005
1998	24. Ulkoministeriön hallinnonala	24.01. Ulkoasiainhallinto	24.01.74. Talonrakennukset	9586711,8083	2771737,0281	12358448,8364	12358448,8364	12358448,8367	12358448,8367	-0,0003
1998	24. Ulkoministeriön hallinnonala	24.01. Ulkoasiainhallinto	24.01.87. Kiinteistöjen ja huoneistojen hankkiminen	2354630,9705	0	2354630,9705	2354630,9705	2354630,9705	2354630,9705	0
1998	24. Ulkoministeriön hallinnonala	24.30. Kansainvälinen kehitysyhteistyö	24.30.66. Varsinainen kehitysyhteistyö	272363528,1116	0	272363528,1116	272363528,1116	272363528,1127	272363528,1127	-0,0011
1998	24. Ulkoministeriön hallinnonala	24.40. Kaupallis-teollinen yhteistyö	24.40.50. Valtionapu Teollisen yhteistyön rahasto Oy:lle	1345503,4117	0	1345503,4117	1345503,4117	1183282,6112	1183282,6112	162220,8005
1998	24. Ulkoministeriön hallinnonala	24.40. Kaupallis-teollinen yhteistyö	24.40.66. Taloudellinen, teollinen ja teknologinen yhteistyö kehitysmaiden kanssa	1681879,2646	0	1681879,2646	1681879,2646	1639962,2922	1639962,2922	41916,9724
1998	24. Ulkoministeriön hallinnonala	24.50. Yhteistyö Keski- ja Itä-Euroopan, Venäjän ja muiden IVY-maiden kanssa	24.50.66. Yhteistyö Keski- ja Itä-Euroopan, Venäjän ja muiden IVY-maiden kanssa	30442014,6895	0	30442014,6895	30442014,6895	30442014,6885	30442014,6885	0,001
1998	24. Ulkoministeriön hallinnonala	24.99. Ulkoasiainministeriön hallinnonalan muut menot	24.99.01. Euroopan parlamentin jäsenten palkkaukset	840939,6323	0	840939,6323	840939,6323	684403,6443	684403,6443	156535,988
1998	24. Ulkoministeriön hallinnonala	24.99. Ulkoasiainministeriön hallinnonalan muut menot	24.99.02. Palkkaukset	5008636,45	50792,7538	5059429,2038	5059429,2038	4517891,7658	4517891,7658	541537,438
1998	24. Ulkoministeriön hallinnonala	24.99. Ulkoasiainministeriön hallinnonalan muut menot	24.99.21. Tilapäinen edustus kansainvälisissä neuvotteluissa	6222953,2791	0	6222953,2791	6222953,2791	5029796,8959	5029796,8959	1193156,3832
1998	24. Ulkoministeriön hallinnonala	24.99. Ulkoasiainministeriön hallinnonalan muut menot	24.99.22. Suomalaisten rauhanturvajoukkojen ylläpitomenot	27919195,7926	19560255,8474	47479451,64	47479451,64	43698863,2615	43698863,2615	3780588,3785
1998	24. Ulkoministeriön hallinnonala	24.99. Ulkoasiainministeriön hallinnonalan muut menot	24.99.24. EU-puheenjohtajuus	2522818,8969	0	2522818,8969	2522818,8969	1964189,0635	1964189,0635	558629,8334
1998	24. Ulkoministeriön hallinnonala	24.99. Ulkoasiainministeriön hallinnonalan muut menot	24.99.25. Siviilihenkilöstön osallistuminen kriisinhallintaan	5230644,513	65761,4792	5296405,9922	5296405,9922	4995581,1248	4995581,1248	300824,8674
1998	24. Ulkoministeriön hallinnonala	24.99. Ulkoasiainministeriön hallinnonalan muut menot	24.99.26. Tutkimus- ja kehittämistoiminta	2134304,7868	0	2134304,7868	2134304,7868	2134304,7871	2134304,7871	-0,0003
1998	24. Ulkoministeriön hallinnonala	24.99. Ulkoasiainministeriön hallinnonalan muut menot	24.99.50. Eräät valtionavut	799733,5903	0	799733,5903	799733,5903	793175,9431	793175,9431	6557,6472
1998	24. Ulkoministeriön hallinnonala	24.99. Ulkoasiainministeriön hallinnonalan muut menot	24.99.51. Hädänalaisten avustaminen	38683,2231	0	38683,2231	38683,2231	23032,7647	23032,7647	15650,4584
1998	24. Ulkoministeriön hallinnonala	24.99. Ulkoasiainministeriön hallinnonalan muut menot	24.99.66. Eräät jäsenmaksut ja rahoitusosuudet	52670067,4265	0	52670067,4265	52670067,4265	42410316,4893	42410316,4893	10259750,9372
1998	24. Ulkoministeriön hallinnonala	24.99. Ulkoasiainministeriön hallinnonalan muut menot	24.99.93. Kurssivaihtelut	16818,7926	0	16818,7926	16818,7926	412530,3958	412530,3958	-395711,6032
1998	25. Oikeusministeriön hallinnonala	25.01. Ministeriö ja sen yhteydessä toimivat viranomaiset	25.01.21. Oikeusministeriön toimintamenot	21612148,5503	386832,2309	21998980,7812	21998980,7812	21998980,7839	21998980,7839	-0,0027
1998	25. Oikeusministeriön hallinnonala	25.10. Tuomioistuinlaitos	25.10.21. Korkeimman oikeuden toimintamenot	5567020,3659	134550,3412	5701570,7071	5701570,7071	5701570,707	5701570,707	0,0001
1998	25. Oikeusministeriön hallinnonala	25.10. Tuomioistuinlaitos	25.10.22. Korkeimman hallinto-oikeuden toimintamenot	6189315,6938	840939,6323	7030255,3261	7030255,3261	7030255,3259	7030255,3259	0,0002
1998	25. Oikeusministeriön hallinnonala	25.10. Tuomioistuinlaitos	25.10.23. Muiden tuomioistuinten toimintamenot	155885652,3926	3868322,3086	159753974,7012	159753974,7012	159753969,6382	159753969,6382	5,063
1998	25. Oikeusministeriön hallinnonala	25.30. Oikeusapu	25.30.21. Oikeusaputoimistojen toimintamenot	15725571,1242	319557,0603	16045128,1845	16045128,1845	16045128,1838	16045128,1838	0,0007
1998	25. Oikeusministeriön hallinnonala	25.30. Oikeusapu	25.30.50. Maksuton oikeudenkäynti ja eräät muut oikeudenhoitomenot	24555437,2634	0	24555437,2634	24555437,2634	24523619,89	24523619,89	31817,3734
1998	25. Oikeusministeriön hallinnonala	25.40. Syyttäjä- ja ulosottolaitos	25.40.21. Ulosottolaitoksen toimintamenot	91124218,5568	1833248,3984	92957466,9552	92957466,9552	92957466,9556	92957466,9556	-0,0004
1998	25. Oikeusministeriön hallinnonala	25.45. Eräät oikeudenhoitomenot ja avustukset	25.45.22. Erityismenot	4726080,7336	0	4726080,7336	4726080,7336	5179229,7484	5179229,7484	-453149,0148
1998	25. Oikeusministeriön hallinnonala	25.45. Eräät oikeudenhoitomenot ja avustukset	25.45.51. Eräät valtion maksamat korvaukset ja avustukset	6845248,607	790483,2544	7635731,8614	7635731,8614	7524831,7937	7524831,7937	110900,0677
1998	25. Oikeusministeriön hallinnonala	25.50. Rangaistusten täytäntöönpano	25.50.21. Toimintamenot (työtoiminnan liiketaloudellisten suoritteiden hintojen alentamiseen enintään 27 800 000 mk ja palvelussuhdeasuntojen liiketaloudellisin perustein määräytyvien vuokrien alentamiseen enintään 10 300 000 mk	112013159,0234	2127577,2697	114140736,2931	114140736,2931	114140736,2933	114140736,2933	-0,0002
1998	25. Oikeusministeriön hallinnonala	25.50. Rangaistusten täytäntöönpano	25.50.50. Kriminaalihuollon korvaukset ja avustukset	10309919,8921	201825,5117	10511745,4038	10511745,4038	10511745,4035	10511745,4035	0,0003
1998	25. Oikeusministeriön hallinnonala	25.50. Rangaistusten täytäntöönpano	25.50.74. Avolaitostyöt	8207570,8114	0	8207570,8114	8207570,8114	8207570,8128	8207570,8128	-0,0014
1998	25. Oikeusministeriön hallinnonala	25.50. Rangaistusten täytäntöönpano	25.50.75. Työsiirtoloille järjestettävät työt	6340684,8275	0	6340684,8275	6340684,8275	6340684,8274	6340684,8274	0,0001
1998	25. Oikeusministeriön hallinnonala	25.60. Eräät virastot	25.60.21. Syyttäjälaitoksen toimintamenot	5382013,6468	117731,5485	5499745,1953	5499745,1953	5499745,195	5499745,195	0,0003
1998	25. Oikeusministeriön hallinnonala	25.60. Eräät virastot	25.60.22. Onnettomuustutkinnan erityismenot	504563,7794	0	504563,7794	504563,7794	671926,4616	671926,4616	-167362,6822
1998	25. Oikeusministeriön hallinnonala	25.70. Vaalimenot	25.70.21. Vaalimenot	672751,7058	0	672751,7058	672751,7058	670960,4876	670960,4876	1791,2182
1998	26. Sisäasiainministeriön hallinnonala	26.01. Sisäasiainministeriö	26.01.21. Sisäasiainministeriön toimintamenot	18025541,0185	299038,1332	18324579,1517	18324579,1517	18324579,1525	18324579,1525	-0,0008
1998	26. Sisäasiainministeriön hallinnonala	26.02. Ulkomaalaisvirasto	26.02.21. Ulkomaalaisviraston toimintamenot	4588503,0097	110163,0918	4698666,1015	4698666,1015	4698666,1017	4698666,1017	-0,0002
1998	26. Sisäasiainministeriön hallinnonala	26.05. Lääninhallitukset	26.05.21. Lääninhallitusten toimintamenot	45671095,0548	1325825,4243	46996920,4791	46996920,4791	46996919,8803	46996919,8803	0,5988
1998	26. Sisäasiainministeriön hallinnonala	26.06. Rekisterihallinto	26.06.21. Rekisterihallinnon toimintamenot	18658768,5616	578398,2791	19237166,8407	19237166,8407	19237166,8414	19237166,8414	-0,0007
1998	26. Sisäasiainministeriön hallinnonala	26.07. Kihlakunnat	26.07.21. Kihlakunnanvirastojen toimintamenot	35069032,7344	137409,5359	35206442,2703	35206442,2703	35206442,27	35206442,27	0,0003
1998	26. Sisäasiainministeriön hallinnonala	26.75. Poliisitoimi	26.75.21. Poliisitoimen toimintamenot	430222865,8214	9846393,9668	440069259,7882	440069259,7882	440069250,2963	440069250,2963	9,4919
1998	26. Sisäasiainministeriön hallinnonala	26.75. Poliisitoimi	26.75.70. Viranomaisradioverkon rakentaminen ja käyttö	14632349,6022	0	14632349,6022	14632349,6022	14632349,6014	14632349,6014	0,0008
1998	26. Sisäasiainministeriön hallinnonala	26.80. Pelastustoimi	26.80.21. Pelastustoimen toimintamenot	12115249,0947	200480,0084	12315729,1031	12315729,1031	12315729,1033	12315729,1033	-0,0002
1998	26. Sisäasiainministeriön hallinnonala	26.80. Pelastustoimi	26.80.22. Erityismenot	1210953,0705	0	1210953,0705	1210953,0705	1466903,9496	1466903,9496	-255950,8791
1998	26. Sisäasiainministeriön hallinnonala	26.80. Pelastustoimi	26.80.31. Valtionosuudet	4726080,7335	0	4726080,7335	4726080,7335	4726080,7335	4726080,7335	0
1998	26. Sisäasiainministeriön hallinnonala	26.90. Rajavartiolaitos	26.90.21. Toimintamenot (Palvelusuhdeasuntojen vuokratuki enintään 5 500 000)	149142157,4811	3660610,2194	152802767,7005	152802767,7005	152802767,701	152802767,701	-0,0005
1998	26. Sisäasiainministeriön hallinnonala	26.90. Rajavartiolaitos	26.90.70. Ilma- ja vartioalusten hankinta	3700134,3821	0	3700134,3821	3700134,3821	3700134,3821	3700134,3821	0
1998	26. Sisäasiainministeriön hallinnonala	26.90. Rajavartiolaitos	26.90.74. Rakentaminen	1419506,0993	0	1419506,0993	1419506,0993	1419506,0991	1419506,0991	0,0002
1998	26. Sisäasiainministeriön hallinnonala	26.97. Avustukset kunnille	26.97.31. Kuntien yleinen valtionosuus, verotuloihin perustuvat tasaukset ja siirtymätasaukset	179042775,2353	0	179042775,2353	179042775,2353	178047705,1603	178047705,1603	995070,075
1998	26. Sisäasiainministeriön hallinnonala	26.97. Avustukset kunnille	26.97.32. Kuntien yhdistymisavustukset ja kuntajako	3784228,3454	0	3784228,3454	3784228,3454	3690631,7964	3690631,7964	93596,549
1998	26. Sisäasiainministeriön hallinnonala	26.97. Avustukset kunnille	26.97.34. Kuntien harkinnanvarainen rahoitusavustus	33637585,2923	0	33637585,2923	33637585,2923	33637585,2923	33637585,2923	0
1998	26. Sisäasiainministeriön hallinnonala	26.97. Avustukset kunnille	26.97.80. Korkotuet ja velkojen vakautuslainat kunnille	2152805,4587	0	2152805,4587	2152805,4587	1655058,5294	1655058,5294	497746,9293
1998	26. Sisäasiainministeriön hallinnonala	26.98. Alueiden kehittäminen	26.98.43. Maakunnan kehittämisraha	19173423,6167	0	19173423,6167	19173423,6167	19173423,6173	19173423,6173	-0,0006
1998	26. Sisäasiainministeriön hallinnonala	26.98. Alueiden kehittäminen	26.98.61. Euroopan aluekehitysrahaston osallistuminen EU:n rakennerahasto-ohjelmiin	99836353,1476	4616254,0175	104452607,1651	104452607,1651	104452607,0265	104452607,0265	0,1386
1998	27. Puolustusministeriön hallinnonala	27.01. Puolustusministeriö	27.01.21. Puolustusministeriön toimintamenot	8325302,3598	134550,3412	8459852,701	8459852,701	8459852,7012	8459852,7012	-0,0002
1998	27. Puolustusministeriön hallinnonala	27.01. Puolustusministeriö	27.01.22. Kiinteistövarallisuuden omistajuudesta ja hallinnoinnista aiheutuvat menot	2724644,4087	0	2724644,4087	2724644,4087	2724644,4086	2724644,4086	0,0001
1998	27. Puolustusministeriön hallinnonala	27.01. Puolustusministeriö	27.01.74. Uudisrakennukset ja perusparannukset	27498725,9765	3616040,419	31114766,3955	31114766,3955	31114766,3953	31114766,3953	0,0002
1998	27. Puolustusministeriön hallinnonala	27.01. Puolustusministeriö	27.01.87. Kiinteistöjen osto ja pakkolunastus	1934161,1543	0	1934161,1543	1934161,1543	1934161,154	1934161,154	0,0003
1998	27. Puolustusministeriön hallinnonala	27.10. Puolustusvoimat	27.10.16. Puolustusmateriaalihankinnat	793847012,8984	33637585,2923	827484598,1907	827484598,1907	827484598,1918	827484598,1918	-0,0011
1998	27. Puolustusministeriön hallinnonala	27.10. Puolustusvoimat	27.10.21. Puolustusvoimien toimintamenot	853570545,5848	15691933,5389	869262479,1237	869262479,1237	869262479,1254	869262479,1254	-0,0017
1998	27. Puolustusministeriön hallinnonala	27.30. Kansainvälinen rauhanturvaamistoiminta	27.30.21. YK:n ja ETYJ:n rauhanturvaamistoiminnan toimintamenot	10158550,7583	7736644,6172	17895195,3755	17895195,3755	17939503,4454	17939503,4454	-44308,0699
1998	27. Puolustusministeriön hallinnonala	27.30. Kansainvälinen rauhanturvaamistoiminta	27.30.24. Kansainvälisen puolustuspoliittisen yhteistyön menot	1513691,3382	0	1513691,3382	1513691,3382	1513666,8856	1513666,8856	24,4526
1998	27. Puolustusministeriön hallinnonala	27.99. Puolustusministeriön hallinnonalan muut menot	27.99.40. Lapuan patruunatehtaan onnettomuuden tapaturmakorvaukset	55502,0157	0	55502,0157	55502,0157	55909,7703	55909,7703	-407,7546
1998	27. Puolustusministeriön hallinnonala	27.99. Puolustusministeriön hallinnonalan muut menot	27.99.50. Maanpuolustusjärjestöjen toiminnan tukeminen	925033,5955	0	925033,5955	925033,5955	924977,8547	924977,8547	55,7408
1998	27. Puolustusministeriön hallinnonala	27.99. Puolustusministeriön hallinnonalan muut menot	27.99.93. Kurssivaihtelut	16818,7926	0	16818,7926	16818,7926	2278,8925	2278,8925	14539,9001
1998	28. Valtiovarainministeriön hallinnonala	28.01. Valtiovarainministeriö	28.01.21. Valtiovarainministeriön toimintamenot	21023490,8077	1480053,7528	22503544,5605	22503544,5605	22503544,5615	22503544,5615	-0,001
1998	28. Valtiovarainministeriön hallinnonala	28.01. Valtiovarainministeriö	28.01.88. Osakehankinnat	0	1681879,2646	1681879,2646	1681879,2646	1681879,2646	1681879,2646	0
1998	28. Valtiovarainministeriön hallinnonala	28.01. Valtiovarainministeriö	28.01.89. Osakkeiden myyntijärjestelyt	0	12614094,4846	12614094,4846	12614094,4846	12614094,4846	12614094,4846	0
1998	28. Valtiovarainministeriön hallinnonala	28.03. Valtion taloudellinen tutkimuskeskus	28.03.21. Valtion taloudellisen tutkimuskeskuksen toimintamenot	2901409,9194	56847,5191	2958257,4385	2958257,4385	2958257,4385	2958257,4385	0
1998	28. Valtiovarainministeriön hallinnonala	28.05. Valtiokonttori	28.05.21. Valtiokonttorin toimintamenot	30442014,6895	2086707,6037	32528722,2932	32528722,2932	32528722,2947	32528722,2947	-0,0015
1998	28. Valtiovarainministeriön hallinnonala	28.07. Valtion maksamat eläkkeet ja korvaukset	28.07.05. Vakinaiset eläkkeet, perhe-eläkkeet sekä kuntoutustuet	2209652977,8513	0	2209652977,8513	2209652977,8513	2200471249,5051	2200471249,5051	9181728,3462
1998	28. Valtiovarainministeriön hallinnonala	28.07. Valtion maksamat eläkkeet ja korvaukset	28.07.06. Ylimääräiset eläkkeet	20278418,2934	0	20278418,2934	20278418,2934	18564487,2087	18564487,2087	1713931,0847
1998	28. Valtiovarainministeriön hallinnonala	28.07. Valtion maksamat eläkkeet ja korvaukset	28.07.07. Muut eläkemenot	29088101,8814	0	29088101,8814	29088101,8814	28039610,9227	28039610,9227	1048490,9587
1998	28. Valtiovarainministeriön hallinnonala	28.07. Valtion maksamat eläkkeet ja korvaukset	28.07.50. Tapaturmakorvaukset ja muut vahingonkorvaukset	29533799,8867	0	29533799,8867	29533799,8867	28116930,5635	28116930,5635	1416869,3232
1998	28. Valtiovarainministeriön hallinnonala	28.10. Valtiontalouden tarkastusvirasto	28.10.21. Toimintamenot	6777973,4364	127318,2603	6905291,6967	6905291,6967	6905291,6976	6905291,6976	-0,0009
1998	28. Valtiovarainministeriön hallinnonala	28.18. Verohallinto	28.18.21. Verohallinnon toimintamenot	233759689,7269	5475189,758	239234879,4849	239234879,4849	239234879,485	239234879,485	-0,0001
1998	28. Valtiovarainministeriön hallinnonala	28.39. Eräät siirrot Ahvenanmaan maakunnalle	28.39.30. Ahvenanmaan tasoitusmaksu	129672891,3018	18332483,9843	148005375,2861	148005375,2861	139852595,5304	139852595,5304	8152779,7557
1998	28. Valtiovarainministeriön hallinnonala	28.39. Eräät siirrot Ahvenanmaan maakunnalle	28.39.31. Verohyvitys	0	8705205,2481	8705205,2481	8705205,2481	8705189,6067	8705189,6067	15,6414
1998	28. Valtiovarainministeriön hallinnonala	28.39. Eräät siirrot Ahvenanmaan maakunnalle	28.39.40. Arpajaisveron tuoton palauttaminen Ahvenanmaan maakunnalle	504563,7794	0	504563,7794	504563,7794	646215,183	646215,183	-141651,4036
1998	28. Valtiovarainministeriön hallinnonala	28.40. Tullilaitos	28.40.21. Tullilaitoksen toimintamenot	79781288,4204	1786660,3428	81567948,7632	81567948,7632	81567948,7654	81567948,7654	-0,0022
1998	28. Valtiovarainministeriön hallinnonala	28.40. Tullilaitos	28.40.70. Kaluston hankinta	3027382,6763	0	3027382,6763	3027382,6763	3027382,6763	3027382,6763	0
1998	28. Valtiovarainministeriön hallinnonala	28.52. Tilastokeskus	28.52.21. Tilastokeskuksen toimintamenot	31784995,2823	720853,4528	32505848,7351	32505848,7351	32505848,7361	32505848,7361	-0,001
1998	28. Valtiovarainministeriön hallinnonala	28.64. Valtion kiinteistölaitos	28.64.74. Talonrakennukset	18164296,0578	0	18164296,0578	18164296,0578	18164296,0577	18164296,0577	0,0001
1998	28. Valtiovarainministeriön hallinnonala	28.64. Valtion kiinteistölaitos	28.64.75. Perusparannukset	52138257,2031	0	52138257,2031	52138257,2031	52138257,203	52138257,203	0,0001
1998	28. Valtiovarainministeriön hallinnonala	28.64. Valtion kiinteistölaitos	28.64.87. Kiinteistöjen ja huoneisto-osakkeiden hankkiminen	16818792,6462	0	16818792,6462	16818792,6462	16818792,6462	16818792,6462	0
1998	28. Valtiovarainministeriön hallinnonala	28.80. Hallinnon uudistaminen ja eräät henkilöstöhallinnon tukitoimenpiteet	28.80.20. Kehittämis- ja koulutustoiminta	2186443,044	0	2186443,044	2186443,044	2186443,0439	2186443,0439	0,0001
1998	28. Valtiovarainministeriön hallinnonala	28.80. Hallinnon uudistaminen ja eräät henkilöstöhallinnon tukitoimenpiteet	28.80.21. Henkilöstön sopeuttamisen tukeminen	168187,9265	0	168187,9265	168187,9265	168187,9265	168187,9265	0
1998	28. Valtiovarainministeriön hallinnonala	28.80. Hallinnon uudistaminen ja eräät henkilöstöhallinnon tukitoimenpiteet	28.80.22. Integraatiovalmennus	4204698,1615	0	4204698,1615	4204698,1615	4204698,1617	4204698,1617	-0,0002
1998	28. Valtiovarainministeriön hallinnonala	28.80. Hallinnon uudistaminen ja eräät henkilöstöhallinnon tukitoimenpiteet	28.80.23. Työsuojelun edistäminen	803097,3489	0	803097,3489	803097,3489	803097,3488	803097,3488	0,0001
1998	28. Valtiovarainministeriön hallinnonala	28.80. Hallinnon uudistaminen ja eräät henkilöstöhallinnon tukitoimenpiteet	28.80.24. VEL-perusteinen ja varhaiskuntoutustoiminta	2606912,8602	0	2606912,8602	2606912,8602	2191414,5083	2191414,5083	415498,3519
1998	28. Valtiovarainministeriön hallinnonala	28.80. Hallinnon uudistaminen ja eräät henkilöstöhallinnon tukitoimenpiteet	28.80.25. Valtion henkilöstöjärjestelyt	4749627,0433	0	4749627,0433	4749627,0433	4749627,0432	4749627,0432	0,0001
1998	28. Valtiovarainministeriön hallinnonala	28.80. Hallinnon uudistaminen ja eräät henkilöstöhallinnon tukitoimenpiteet	28.80.26. EU-puheenjohtajuus	5045637,7938	0	5045637,7938	5045637,7938	5045637,7953	5045637,7953	-0,0015
1998	28. Valtiovarainministeriön hallinnonala	28.80. Hallinnon uudistaminen ja eräät henkilöstöhallinnon tukitoimenpiteet	28.80.60. Valtion maksu koulutus- ja erorahastosta johtuvista menoista	555020,1573	0	555020,1573	555020,1573	480486,164	480486,164	74533,9933
1998	28. Valtiovarainministeriön hallinnonala	28.81. Eräät hallinnonaloittain jakamattomat menot	28.81.01. Euroopan unionin kansallisten asiantuntijoiden palkkaukset	1177315,4852	0	1177315,4852	1177315,4852	858797,7267	858797,7267	318517,7585
1998	28. Valtiovarainministeriön hallinnonala	28.81. Eräät hallinnonaloittain jakamattomat menot	28.81.02. Eräät muut palkat ja virkasuhteen ehtoja koskevat päätökset	168187,9264	0	168187,9264	168187,9264	0	0	168187,9264
1998	28. Valtiovarainministeriön hallinnonala	28.81. Eräät hallinnonaloittain jakamattomat menot	28.81.22. Nettobudjetoitujen virastojen toiminnan kehittäminen	672751,7058	0	672751,7058	672751,7058	672751,706	672751,706	-0,0002
1998	28. Valtiovarainministeriön hallinnonala	28.81. Eräät hallinnonaloittain jakamattomat menot	28.81.23. Arvonlisäveromenot	588657742,6153	16818792,6462	605476535,2615	605476535,2615	616365809,2674	616365809,2674	-10889274,0059
1998	28. Valtiovarainministeriön hallinnonala	28.81. Eräät hallinnonaloittain jakamattomat menot	28.81.24. Kehitysyhteistyöstä ja lähialueyhteistyöstä aiheutuvat arvonlisäveromenot	8409396,3231	0	8409396,3231	8409396,3231	5889129,9151	5889129,9151	2520266,408
1998	28. Valtiovarainministeriön hallinnonala	28.81. Eräät hallinnonaloittain jakamattomat menot	28.81.95. Lakiin tai asetukseen perustuvat menot, joita varten talousarvioon ei ole erikseen merkitty määrärahaa	16818,7926	0	16818,7926	16818,7926	0	0	16818,7926
1998	28. Valtiovarainministeriön hallinnonala	28.81. Eräät hallinnonaloittain jakamattomat menot	28.81.96. Edeltä arvaamattomat tarpeet	168187,9265	0	168187,9265	168187,9265	0	0	168187,9265
1998	28. Valtiovarainministeriön hallinnonala	28.82. Korvaukset rahastoille ja rahoituslaitoksille	28.82.41. Takauskorvaukset eläkekassa Tuelle	3531946,4557	0	3531946,4557	3531946,4557	3498142,1962	3498142,1962	33804,2595
1998	28. Valtiovarainministeriön hallinnonala	28.82. Korvaukset rahastoille ja rahoituslaitoksille	28.82.43. Luottotappiokorvaus Postipankki Oy:lle	672751,7058	0	672751,7058	672751,7058	43464,4796	43464,4796	629287,2262
1998	28. Valtiovarainministeriön hallinnonala	28.82. Korvaukset rahastoille ja rahoituslaitoksille	28.82.44. Isäntämaakorvaus Pohjoismaiden Investointipankille	0	1648241,6793	1648241,6793	1648241,6793	1648241,6793	1648241,6793	0
